wavelength,readnoise,dark_counts,sky_counts,target_counts,total_counts
1156.8145,0,0.05565,4.6822e-07,6.8596,6.9152
1156.8245,0,0.05565,4.6818e-07,6.8602,6.9159
1156.8345,0,0.05565,4.6813e-07,6.8609,6.9165
1156.8446,0,0.05565,4.6808e-07,6.8615,6.9172
1156.8546,0,0.05565,4.6804e-07,6.8622,6.9178
1156.8647,0,0.05565,4.6799e-07,6.8628,6.9185
1156.8747,0,0.05565,4.6795e-07,6.8635,6.9191
1156.8847,0,0.05565,4.679e-07,6.8641,6.9198
1156.8948,0,0.05565,4.6785e-07,6.8648,6.9204
1156.9048,0,0.05565,4.6781e-07,6.8654,6.9211
1156.9148,0,0.05565,4.6776e-07,6.8661,6.9217
1156.9249,0,0.05565,4.6771e-07,6.8667,6.9224
1156.9349,0,0.05565,4.6767e-07,6.8674,6.923
1156.9449,0,0.05565,4.6762e-07,6.868,6.9237
1156.9550,0,0.05565,4.6757e-07,6.8687,6.9243
1156.9650,0,0.05565,4.6753e-07,6.8693,6.925
1156.9751,0,0.05565,4.6748e-07,6.87,6.9256
1156.9851,0,0.05565,4.6744e-07,6.8706,6.9263
1156.9951,0,0.05565,4.6739e-07,6.8713,6.9269
1157.0052,0,0.05565,4.6734e-07,6.8719,6.9276
1157.0152,0,0.05565,4.673e-07,6.8726,6.9282
1157.0252,0,0.05565,4.6725e-07,6.8732,6.9289
1157.0353,0,0.05565,4.672e-07,6.8739,6.9295
1157.0453,0,0.05565,4.6716e-07,6.8745,6.9302
1157.0553,0,0.05565,4.6711e-07,6.8752,6.9308
1157.0654,0,0.05565,4.6706e-07,6.8758,6.9315
1157.0754,0,0.05565,4.6702e-07,6.8765,6.9321
1157.0855,0,0.05565,4.6697e-07,6.8771,6.9328
1157.0955,0,0.05565,4.6692e-07,6.8778,6.9334
1157.1055,0,0.05565,4.6688e-07,6.8784,6.9341
1157.1156,0,0.05565,4.6683e-07,6.8791,6.9347
1157.1256,0,0.05565,4.6678e-07,6.8797,6.9354
1157.1356,0,0.05565,4.6674e-07,6.8804,6.936
1157.1457,0,0.05565,4.6669e-07,6.881,6.9367
1157.1557,0,0.05565,4.6664e-07,6.8817,6.9373
1157.1657,0,0.05565,4.6659e-07,6.8823,6.938
1157.1758,0,0.05565,4.6655e-07,6.883,6.9386
1157.1858,0,0.05565,4.665e-07,6.8836,6.9393
1157.1958,0,0.05565,4.6645e-07,6.8843,6.9399
1157.2059,0,0.05565,4.6641e-07,6.8849,6.9406
1157.2159,0,0.05565,4.6636e-07,6.8856,6.9412
1157.2260,0,0.05565,4.6631e-07,6.8862,6.9419
1157.2360,0,0.05565,4.6627e-07,6.8869,6.9425
1157.2460,0,0.05565,4.6622e-07,6.8875,6.9432
1157.2561,0,0.05565,4.6617e-07,6.8881,6.9438
1157.2661,0,0.05565,4.6612e-07,6.8888,6.9444
1157.2761,0,0.05565,4.6608e-07,6.8894,6.9451
1157.2862,0,0.05565,4.6603e-07,6.8901,6.9457
1157.2962,0,0.05565,4.6598e-07,6.8907,6.9464
1157.3062,0,0.05565,4.6594e-07,6.8914,6.947
1157.3163,0,0.05565,4.6589e-07,6.892,6.9477
1157.3263,0,0.05565,4.6584e-07,6.8927,6.9483
1157.3364,0,0.05565,4.6579e-07,6.8933,6.949
1157.3464,0,0.05565,4.6575e-07,6.894,6.9496
1157.3564,0,0.05565,4.657e-07,6.8946,6.9503
1157.3665,0,0.05565,4.6565e-07,6.8953,6.9509
1157.3765,0,0.05565,4.656e-07,6.8959,6.9516
1157.3865,0,0.05565,4.6556e-07,6.8965,6.9522
1157.3966,0,0.05565,4.6551e-07,6.8972,6.9528
1157.4066,0,0.05565,4.6546e-07,6.8978,6.9535
1157.4166,0,0.05565,4.6541e-07,6.8985,6.9541
1157.4267,0,0.05565,4.6537e-07,6.8991,6.9548
1157.4367,0,0.05565,4.6532e-07,6.8998,6.9554
1157.4467,0,0.05565,4.6527e-07,6.9004,6.9561
1157.4568,0,0.05565,4.6522e-07,6.9011,6.9567
1157.4668,0,0.05565,4.6517e-07,6.9017,6.9574
1157.4769,0,0.05565,4.6513e-07,6.9023,6.958
